"ImageURL","Title","Artist","Year","happy"
"https://uploads4.wikiart.org/images/frits-thaulow/evening-at-the-bay-of-frogner.jpg","Evening at the Bay of Frogner","Frits Thaulow","1880","0.769"
"https://uploads2.wikiart.org/images/pietro-da-cortona/the-golden-age.jpg","The Golden Age","Pietro da Cortona","1637","0.769"
"https://uploads3.wikiart.org/images/claude-monet/haystacks-at-giverny.jpg","Haystacks at Giverny","Claude Monet","1884","0.769"
"https://uploads8.wikiart.org/00138/images/joseph-anton-koch/1833-koch-serpentaralandschaft-anagoria.JPG","Serpentara Landscape with Herdsmen and Cows at a Spring","Joseph Anton Koch","1833","0.766"
"https://uploads3.wikiart.org/00123/images/charles-courtney-curran/in-the-luxembourg-garden-1889.jpg","In the Luxembourg Garden","Charles Courtney Curran","1889","0.750"
"https://uploads0.wikiart.org/images/abraham-van-strij/hendrik-weymans-and-his-family.jpg","Hendrik Weymans and his family","Abraham van Strij","XVIII-XIX cent.","0.750"
"https://uploads6.wikiart.org/images/meijer-de-haan/maternity-mary-henry-breastfeeding-1890.jpg","Maternity: Mary Henry Breastfeeding","Meijer de Haan","1890","0.750"
"https://uploads1.wikiart.org/images/francisco-oller/hacienda-la-fortuna-1885.jpg","Hacienda La Fortuna","Francisco Oller","1885","0.750"
"https://uploads7.wikiart.org/images/alexandre-yevgenievich-jacovleff/the-kuli-kuta-dance-niamey-1926.jpg","The Kuli-Kuta Dance, Niamey","Alexandre Jacovleff","1926","0.750"
"https://uploads1.wikiart.org/images/philip-wilson-steer/knucklebones-walberswick-1889.jpg","Knucklebones, Walberswick","Philip Wilson Steer","1888-1889","0.750"
"https://uploads5.wikiart.org/images/vasily-perov/children-sleeping-1870.jpg","Children Sleeping","Vasily Perov","1870","0.750"
"https://uploads5.wikiart.org/images/eyvind-earle/black-silken-hair-1995.jpg","Black Silken Hair","Eyvind Earle","1995","0.750"
"https://uploads5.wikiart.org/images/mikhail-shibanov/the-celebration-of-the-wedding-agreement-1777.jpg","The celebration of the wedding agreement","Mikhail Shibanov","1777","0.750"
"https://uploads8.wikiart.org/images/hubert-robert/imaginary-view-of-rome-with-equestrian-statue-of-marcus-aurelius-the-column-of-trajan-and-a-1786.jpg","Imaginary View of Rome with Equestrian Statue of Marcus Aurelius, the Column of Trajan and a Temple","Hubert Robert","1786","0.750"
"https://uploads7.wikiart.org/images/jean-honore-fragonard/the-musical-contest-1755.jpg","The Musical Contest","Jean-Honore Fragonard","1754-1755","0.750"
"https://uploads0.wikiart.org/images/hendrick-terbrugghen/a-laughing-bravo-with-a-bass-viol-and-a-glass.jpg","A Laughing Bravo with a Bass Viol and a Glass","Hendrick Terbrugghen","XVII cent.","0.750"
"https://uploads6.wikiart.org/images/henri-le-fauconnier/ploumanac-h-1908.jpg","Ploumanac&#39;h","Henri Le Fauconnier","1908","0.750"
"https://uploads7.wikiart.org/images/jules-dupre/cows-crossing-a-ford-1836.jpg","Cows crossing a ford","Jules Dupre","1836","0.750"
"https://uploads2.wikiart.org/images/frans-hals/marriage-portrait-of-isaac-massa-and-beatrix-van-der-laen.jpg","Marriage Portrait of Isaac Massa and Beatrix van der Laen","Frans Hals","1622","0.733"
"https://uploads6.wikiart.org/images/alexey-venetsianov/sleeping-herd-boy.jpg","Sleeping Herd-Boy","Alexey Venetsianov","1824","0.731"
"https://uploads4.wikiart.org/images/rembrandt/self-portrait-with-saskia-in-the-parable-of-the-prodigal-son.jpg","Self-portrait with Saskia in the Parable of the Prodigal Son","Rembrandt","1635","0.727"
"https://uploads2.wikiart.org/images/janos-tornyai/on-a-seacoast-1900.jpg","On a seacoast","Janos Tornyai","1900","0.727"
"https://uploads2.wikiart.org/images/paul-wonner/landscape-with-trees-santa-monica-1964.jpg","Landscape with Trees, Santa Monica","Paul Wonner","1964","0.727"
"https://uploads0.wikiart.org/images/john-william-godward/contemplation-1922.jpg","Contemplation","John William Godward","1922","0.727"
"https://uploads0.wikiart.org/images/santiago-rusinol/jard-n-abandonado-1898.jpg","Jard&#237;n abandonado","Santiago Rusinol","1898","0.727"
"https://uploads5.wikiart.org/images/felix-vallotton/the-bath-summer-evening-1892.jpg","The Bath, Summer Evening","Felix Vallotton","1892","0.727"
"https://uploads7.wikiart.org/images/adriaen-van-ostade/inn-scene.jpg","Inn Scene","Adriaen van Ostade","1635","0.727"
"https://uploads8.wikiart.org/images/marie-bracquemond/on-the-terrace-at-s-vres-1880.jpg","On the Terrace at S&#232;vres","Marie Bracquemond","1880","0.727"
"https://uploads5.wikiart.org/images/louise-elisabeth-vigee-le-brun/lady-hamilton.jpg","Lady Hamilton","Louise Elisabeth Vigee Le Brun","XVIII-XIX cent.","0.727"
"https://uploads0.wikiart.org/images/konstantin-yuon/near-the-pskov-s-cathederal-1917.jpg","Near The Pskov&#39;s Cathederal","Konstantin Yuon","1917","0.727"
"https://uploads0.wikiart.org/images/augustus-john/bather-in-the-welsh-mountains-1913.jpg","Bather in the Welsh Mountains","Augustus John","1913","0.727"
"https://uploads6.wikiart.org/images/pieter-claesz/still-life-with-musical-instruments-1623.jpg","Still Life with Musical Instruments","Pieter Claesz","1623","0.727"
"https://uploads5.wikiart.org/images/john-martin/the-garden-of-eden-1821.jpg","The Garden of Eden","John Martin","1821","0.727"
"https://uploads7.wikiart.org/images/giuseppe-de-nittis/woman-on-the-beach.jpg","Woman on the Beach","Giuseppe de Nittis","XIX cent.","0.727"
"https://uploads3.wikiart.org/images/samuel-buri/oberland-bernois-1967.jpg","Oberland bernois","Samuel Buri","1967","0.727"
"https://uploads5.wikiart.org/images/albert-anker/bildnis-emilie-weiss-mit-pl-schtier-1868.jpg","Bildnis Emilie Weiss (mit Pl&#252;schtier)","Albert Anker","1868","0.727"
"https://uploads4.wikiart.org/images/luis-paret-y-alcazar/la-carta-1772.jpg","La carta","Luis Paret y Alcazar","1772","0.727"
"https://uploads8.wikiart.org/images/henri-le-fauconnier/lake-1911.jpg","Lake","Henri Le Fauconnier","1911","0.727"
"https://uploads1.wikiart.org/00145/images/zaya/musician.jpg","Musician","Zaya","XX cent.","0.727"
"https://uploads5.wikiart.org/images/max-ernst/a-friends-reunion-1922(1).jpg","A Friends&#39; Reunion","Max Ernst","1922","0.727"
"https://uploads6.wikiart.org/images/karl-edvard-diriks/fra-akershus-1881.jpg","Fra Akershus","Karl Edvard Diriks","1881","0.727"
"https://uploads3.wikiart.org/images/tivadar-kosztka-csontvary/springtime-in-mostar-1903.jpg","Springtime in Mostar","Tivadar Kosztka Csontvary","1903","0.727"
"https://uploads8.wikiart.org/images/rembrandt/flora-1634.jpg","Flora","Rembrandt","1634","0.727"
"https://uploads0.wikiart.org/images/judith-leyster/laughing-children-with-a-cat-1629.jpg","Laughing Children with a Cat","Judith Leyster","1629","0.727"
"https://uploads3.wikiart.org/images/maurice-denis/yellow-cat.jpg","Yellow Cat","Maurice Denis","1915","0.727"
"https://uploads4.wikiart.org/images/richard-gerstl/schonberg-family(1).jpg","Schonberg Family","Richard Gerstl","1908","0.727"
"https://uploads2.wikiart.org/images/joan-miro/the-farm-1922.jpg","The Farm","Joan Miro","1921","0.727"
"https://uploads3.wikiart.org/00132/images/henry-moore-ra/after-rain.jpg","After Rain","Henry Moore","1872","0.727"
"https://uploads7.wikiart.org/images/evelyne-axell/ice-cream-1964.jpg","Ice Cream","Evelyne Axell","1964","0.727"
"https://uploads7.wikiart.org/images/nicolas-tournier/the-concert.jpg","The Concert","Nicolas Tournier","1630","0.727"
"https://uploads0.wikiart.org/images/henry-villierme/landscape-1956.jpg","Landscape","Henry Villierme","1956","0.727"
"https://uploads7.wikiart.org/00103/images/maarten-de-vos/the-family-of-st-anne-1585.jpg","The Family of St Anne","Maarten de Vos","1585","0.727"
"https://uploads4.wikiart.org/images/luis-paret-y-alcazar/the-shop-1772.jpg","The Shop","Luis Paret y Alcazar","1772","0.727"
"https://uploads5.wikiart.org/images/jacob-jordaens/as-the-old-sang-so-the-young-pipe-1640.jpg","As the Old Sang, So the young Pipe","Jacob Jordaens","1640","0.727"
"https://uploads7.wikiart.org/images/claude-monet/haystack-at-giverny-1886.jpg","Haystack at Giverny","Claude Monet","1886","0.718"
"https://uploads3.wikiart.org/images/pierre-paul-prud-hon/the-king-of-rome-1811.jpg","The King of Rome","Pierre-Paul Prud&#39;hon","1811","0.714"
"https://uploads4.wikiart.org/images/ion-andreescu/in-the-park.jpg","In the Park","Ion Andreescu","XIX cent.","0.714"
"https://uploads4.wikiart.org/images/jacob-van-strij/mountainous-landscape-with-travellers-sun-mountainous-landscape-with-travellers-1.jpg","Mountainous landscape with travellers Sun__Mountainous-landscape-with-travellers","Jacob van Strij","XVIII-XIX cent.","0.714"
"https://uploads1.wikiart.org/images/pietro-falca/the-dancing-lesson.jpg","The Dancing Lesson","Pietro Longhi","XVIII cent.","0.708"
"https://uploads7.wikiart.org/images/vincent-van-gogh/irises-1889.jpg","Irises","Vincent van Gogh","1889","0.705"
"https://uploads5.wikiart.org/images/max-pechstein/dancer-pair-of-dancers-1909(1).jpg","Dancer (Pair of Dancers)","Max Pechstein","1909","0.702"
"https://uploads7.wikiart.org/images/charles-francois-daubigny/spring-1857.jpg","Spring","Charles-Francois Daubigny","1857","0.700"
"https://uploads1.wikiart.org/images/santiago-rusinol/terraced-garden-in-mallorca-1911.jpg","Terraced Garden in Mallorca","Santiago Rusinol","1911","0.700"
"https://uploads0.wikiart.org/images/anne-louis-girodet/the-sleep-of-endymion-1791(1).jpg","The Sleep of Endymion","Anne-Louis Girodet","1791","0.700"
"https://uploads0.wikiart.org/images/peter-alexander/ceanothus-2001.jpg","Ceanothus","Peter Alexander","2001","0.700"
"https://uploads3.wikiart.org/images/henri-de-toulouse-lautrec/gabrielle-the-dancer-1890.jpg","Gabrielle the Dancer","Henri de Toulouse-Lautrec","1890","0.700"
"https://uploads4.wikiart.org/images/carel-willink/girl-with-a-small-sheep-girl-in-renaissance-costume-1946.jpg","Girl with a Small Sheep (Girl in Renaissance Costume)","Carel Willink","1946","0.700"
"https://uploads3.wikiart.org/images/roger-fry/river-with-poplars-1912.jpg","River with Poplars","Roger Fry","1912","0.700"
"https://uploads5.wikiart.org/images/cuno-amiet/apfelernte-1907.jpg","Apfelernte","Cuno Amiet","1907","0.700"
"https://uploads6.wikiart.org/images/vieira-portuense/leda-e-o-cisne-1798.jpg","Leda e o Cisne","Vieira Portuense","1798","0.700"
"https://uploads6.wikiart.org/images/bertalan-por/landscape-1908.jpg","Landscape","Bertalan Por","1908","0.700"
"https://uploads0.wikiart.org/images/fyodor-rokotov/portrait-of-a-g-bobrinsky-in-his-childhood.jpg","Portrait of Count Alexey Bobrinsky as a Child","Fyodor Rokotov","1760","0.700"
"https://uploads6.wikiart.org/00103/images/maarten-de-vos/seven-liberal-arts-1590-1.jpg","Seven Liberal Arts","Maarten de Vos","1590","0.700"
"https://uploads7.wikiart.org/images/norman-bluhm/coney-island-beauty-1974.jpg","Coney Island Beauty","Norman Bluhm","1974","0.700"
"https://uploads5.wikiart.org/images/james-ward/view-in-tabley-park-1818.jpg","View in Tabley Park","James Ward ","1818","0.700"
"https://uploads6.wikiart.org/images/alberto-magnelli/lyrical-explosion-no-12-1918.jpg","Lyrical Explosion No. 12","Alberto Magnelli","1918","0.700"
"https://uploads5.wikiart.org/images/cornelis-de-vos/two-daughters-of-the-painter.jpg","Two daughters of the painter","Cornelis de Vos","1630-1640","0.700"
"https://uploads3.wikiart.org/images/brassai/bassin-du-luxembourg-1930.jpg","Bassin du Luxembourg","Brassai","1930","0.700"
"https://uploads6.wikiart.org/images/tivadar-kosztka-csontvary/the-mount-of-olives-in-jerusalem-1905.jpg","The Mount of Olives in Jerusalem","Tivadar Kosztka Csontvary","1905","0.700"
"https://uploads0.wikiart.org/images/michelangelo/sistine-chapel-ceiling-creation-of-adam-1510.jpg","Sistine Chapel Ceiling: Creation of Adam","Michelangelo","1510","0.700"
"https://uploads7.wikiart.org/images/jury-annenkov/portrait-of-elena-annenkova-1917.jpg","Portrait of Elena Annenkova","Jury Annenkov","1917","0.700"
"https://uploads2.wikiart.org/images/roland-petersen/the-other-side-of-the-rainbow-1972.jpg","The Other Side of the Rainbow","Roland Petersen","1972","0.700"
"https://uploads2.wikiart.org/images/donald-sultan/six-red-flowers-october-28-1999-1999.jpg","Six Red Flowers, October 28, 1999","Donald Sultan","1999","0.700"
"https://uploads5.wikiart.org/images/tom-thomson/round-lake-mud-bay-1915.jpg","Round Lake, Mud Bay","Tom Thomson","1915","0.700"
"https://uploads6.wikiart.org/images/marjorie-strider/green-triptych-1963.jpg","Green Triptych","Marjorie Strider","1963","0.700"
"https://uploads7.wikiart.org/images/james-ward/the-eildon-hills-and-the-tweed-1807.jpg","The Eildon Hills and the Tweed","James Ward ","1807","0.700"
"https://uploads3.wikiart.org/images/jean-honore-fragonard/the-fountain-of-love.jpg","The Fountain of Love","Jean-Honore Fragonard","1785","0.700"
"https://uploads6.wikiart.org/images/maxime-maufra/departure-of-fishing-boats-1900.jpg","Departure of Fishing Boats","Maxime Maufra","1900","0.700"
"https://uploads7.wikiart.org/images/dieter-asmus/madchen-am-meer.jpg","Madchen am Meer","Dieter Asmus","1973","0.700"
"https://uploads8.wikiart.org/images/paul-klee/temple-gardens-1920.jpg","Temple Gardens","Paul Klee","1920","0.700"
"https://uploads8.wikiart.org/images/antonio-donghi/before-the-singing-1930.jpg","Before the Singing","Antonio Donghi","1930","0.700"
"https://uploads3.wikiart.org/images/martin-schongauer/the-holy-family.jpg","The Holy Family","Martin Schongauer","XV cent.","0.700"
"https://uploads6.wikiart.org/images/antonio-canova/the-three-graces-1817.jpg","The Three Graces","Antonio Canova","1817","0.700"
"https://uploads0.wikiart.org/images/iosif-iser/nude-with-book-1909.jpg","Nude with Book","Iosif Iser","1909","0.700"
"https://uploads0.wikiart.org/images/eyvind-earle/sunset-magic-1996.jpg","Sunset Magic","Eyvind Earle","1996","0.700"
"https://uploads8.wikiart.org/images/james-tissot/hush-the-concert.jpg","Hush! (The Concert)","James Tissot","1875","0.700"
"https://uploads0.wikiart.org/images/john-crome/a-view-on-the-wensum-norfolk.jpg","A View on the Wensum, Norfolk","John Crome","XVIII-XIX cent.","0.700"
"https://uploads1.wikiart.org/images/domingos-sequeira/retrato-da-fam-lia-do-1-visconde-de-santar-m-1816.jpg","Retrato da Fam&#237;lia do 1&#186; Visconde de Santar&#233;m","Domingos Sequeira","1816","0.700"
"https://uploads8.wikiart.org/images/joan-brown/christmas-cup-1971.jpg","Christmas Cup","Joan Brown","1971","0.700"
"https://uploads6.wikiart.org/images/thomas-girtin/the-white-house-at-chelsea-1800.jpg","The White House at Chelsea","Thomas Girtin","1800","0.700"
"https://uploads5.wikiart.org/images/carl-ludwig-johann-christineck/portrait-of-anna-muravyova-1768.jpg","Portrait of Anna Muravyova","Carl-Ludwig Johann Christineck","1768","0.700"
"https://uploads4.wikiart.org/images/samuel-peploe/ile-de-br-hat-1911-1.jpg","Ile de Br&#233;hat","Samuel Peploe","1911","0.700"
"https://uploads7.wikiart.org/images/francisco-oller/la-hacienda-buenavista-en-ponce-puerto-rico-1840.jpg","La Hacienda Buenavista en Ponce, Puerto Rico","Francisco Oller","1840","0.700"
"https://uploads2.wikiart.org/images/francisco-zurbaran/adoration-of-the-shepherds-1638.jpg","Adoration of the Shepherds","Francisco de Zurbaran","1638","0.700"
"https://uploads4.wikiart.org/images/fyodor-alekseyev/the-monastery-of-trinity-and-st-sergius-1800.jpg","The Monastery of Trinity and St. Sergius","Fyodor Alekseyev","1800","0.700"
"https://uploads5.wikiart.org/images/mario-cesariny/a-torre-de-pisa-vai-cair-1978.jpg","A torre de Pisa vai cair","Mario Cesariny","1978","0.700"
"https://uploads4.wikiart.org/images/george-catlin/kei-a-gis-gis-a-woman-of-the-plains-ojibwa-1832.jpg","Kei-a-gis-gis, a woman of the Plains Ojibwa","George Catlin","1832","0.700"
"https://uploads2.wikiart.org/images/j-e-h-macdonald/on-the-lake-shore-near-bronte-1909.jpg","On the Lake Shore Near Bronte","J. E. H. MacDonald","1909","0.700"
"https://uploads5.wikiart.org/images/cagnaccio-di-san-pietro/le-lacrime-della-cipolla-1929.jpg","Le lacrime della cipolla","Cagnaccio di San Pietro","1929","0.700"
"https://uploads2.wikiart.org/images/paul-bril/an-extensive-landscape.jpg","An Extensive Landscape","Paul Bril","XVI-XVII cent.","0.700"
"https://uploads8.wikiart.org/images/marie-bracquemond/three-ladies-with-parasol-aka-three-graces-1880.jpg","Three ladies with parasol (aka Three Graces)","Marie Bracquemond","1880","0.700"
"https://uploads7.wikiart.org/images/agostino-carracci/democritus.jpg","Democritus","Agostino Carracci","XVI-XVII cent.","0.700"
"https://uploads4.wikiart.org/images/winslow-homer/the-bathers.jpg","The Bathers","Winslow Homer","1873","0.700"
"https://uploads1.wikiart.org/images/pierre-auguste-renoir/camille-monet-and-her-son-jean-in-the-garden-at-argenteuil-1874.jpg","Camille Monet and Her Son Jean in the Garden at Argenteuil","Pierre-Auguste Renoir","1874","0.700"
"https://uploads5.wikiart.org/images/william-hamilton/a-winter-s-tale-act-iv-scene-3-the-shepherd-s-cot-1787.jpg","&#39;A Winter&#39;s Tale&#39;, Act IV, Scene 3, the Shepherd&#39;s Cot","William Hamilton","1787","0.700"
"https://uploads3.wikiart.org/images/jacob-jordaens/the-return-from-egypt-of-the-holy-family-1616.jpg","The Return from Egypt of the Holy Family","Jacob Jordaens","1616","0.700"
"https://uploads7.wikiart.org/images/patrick-procktor/back-of-the-zoo-1971.jpg","Back of the Zoo","Patrick Procktor","1971","0.700"
"https://uploads2.wikiart.org/images/david-park/bathers-1954.jpg","Bathers","David Park","1954","0.700"
"https://uploads4.wikiart.org/images/henri-fantin-latour/flowers-camelias-and-tulips-1862.jpg","Flowers Camelias and Tulips","Henri Fantin-Latour","1862","0.700"
"https://uploads0.wikiart.org/00145/images/zaya/a-horse.jpg","A Horse","Zaya","XX cent.","0.700"
"https://uploads1.wikiart.org/images/christoffer-wilhelm-eckersberg/lying-model-in-bed.jpg","Lying Model in Bed","Christoffer Wilhelm Eckersberg","XVIII-XIX cent.","0.700"
"https://uploads5.wikiart.org/images/john-martin/belshazzar-s-feast-1820.jpg","Belshazzar&#39;s Feast","John Martin","1820","0.700"
"https://uploads1.wikiart.org/images/anthony-van-dyck/queen-henrietta-maria-and-her-dwarf-sir-jeffrey-hudson-1633.jpg","Queen Henrietta Maria and her dwarf Sir Jeffrey Hudson","Anthony van Dyck","1633","0.700"
"https://uploads4.wikiart.org/images/thomas-gainsborough/mr-and-mrs-andrews-1749.jpg","Mr. and Mrs. Andrews","Thomas Gainsborough","1749","0.700"
"https://uploads8.wikiart.org/images/raphael/the-three-graces-1505.jpg","The Three Graces","Raphael","1504-1505","0.700"
"https://uploads3.wikiart.org/images/eva-gonzales/woman-awakening-1876.jpg","Woman Awakening","Eva Gonzales","1876","0.700"
"https://uploads4.wikiart.org/images/hans-memling/madonna-and-child-enthroned-with-two-angels-1480.jpg","Madonna and Child Enthroned with Two Angels","Hans Memling","1480","0.700"
"https://uploads1.wikiart.org/images/paul-wonner/salome-dancing-1966.jpg","Salome Dancing","Paul Wonner","1966","0.700"
"https://uploads7.wikiart.org/images/henry-raeburn/boy-and-rabbit.jpg","Boy and Rabbit","Henry Raeburn","1814","0.700"
"https://uploads2.wikiart.org/images/john-singer-sargent/claude-monet-painting-by-the-edge-of-a-wood-1885.jpg","Claude Monet Painting by the Edge of a Wood","John Singer Sargent","1885","0.700"
"https://uploads7.wikiart.org/images/arkhip-kuindzhi/cypresses-on-a-seashore-the-crimea-1887.jpg","Cypresses on a Seashore. The Crimea","Arkhip Kuindzhi","1887","0.700"
"https://uploads4.wikiart.org/images/paul-cezanne/the-card-players-1892.jpg","The Card Players","Paul Cezanne","1892","0.700"
"https://uploads0.wikiart.org/images/francois-boucher/portrait-of-madame-de-pompadour.jpg","Madame de Pompadour","Francois Boucher","1756","0.700"
"https://uploads1.wikiart.org/images/correggio/adoration-of-the-child-1520(2).jpg","Adoration of the Child","Correggio","1518-1520","0.700"
"https://uploads5.wikiart.org/images/lorenzo-lotto/frescoes-in-the-oratory-suardi-in-trescore-scene-of-the-blessing-of-st-brigid-of-kildare-1524.jpg","Frescoes in the Oratory Suardi in Trescore, scene of the blessing of St. Brigid of Kildare","Lorenzo Lotto","1524","0.700"
"https://uploads7.wikiart.org/images/maurice-denis/the-muses-1893.jpg","The Muses","Maurice Denis","1893","0.700"
"https://uploads6.wikiart.org/images/dirk-bouts/virgin-and-child.jpg","Virgin and Child","Dirk Bouts","XV cent.","0.700"
"https://uploads5.wikiart.org/images/xul-solar/vuell-villa-1936.jpg","Vuell villa","Xul Solar","1936","0.700"
"https://uploads2.wikiart.org/images/vasily-vereshchagin/triumph-1872.jpg","Triumph","Vasily Vereshchagin","1872","0.700"
"https://uploads2.wikiart.org/images/adolph-menzel/clara-schmidt-von-knobelsdorff-ready-to-go-out-1848(1).jpg","Clara Schmidt von Knobelsdorff ready to go out","Adolph Menzel","1848","0.700"
"https://uploads8.wikiart.org/images/bela-kadar/market-square-1910.jpg","Market Square","Bela Kadar","1910","0.700"
"https://uploads4.wikiart.org/images/constant-troyon/outside-the-stable.jpg","Outside the Stable","Constant Troyon","XIX cent.","0.700"
"https://uploads0.wikiart.org/images/jean-hugo/les-plaisirs-de-la-plage-1928.jpg","Les plaisirs de la plage","Jean Hugo","1928","0.700"
"https://uploads5.wikiart.org/images/karoly-ferenczy/b-ni-and-no-mi-1908.jpg","B&#233;ni and No&#233;mi","Karoly Ferenczy","1908","0.700"
"https://uploads6.wikiart.org/images/wassily-kandinsky/composition-x-1939.jpg","Composition X","Wassily Kandinsky","1939","0.700"
"https://uploads5.wikiart.org/00127/images/jan-miense-molenaer/the-duet.jpg","the Duet","Jan Miense Molenaer","1630","0.700"
"https://uploads8.wikiart.org/images/richard-parkes-bonington/the-rialto-venice-1826.jpg","The Rialto, Venice","Richard Parkes Bonington","1826","0.700"
"https://uploads6.wikiart.org/images/huang-yongyu/cranes-under-lotus-1985.jpg","Cranes under Lotus","Huang Yongyu","1875","0.700"
"https://uploads4.wikiart.org/images/egon-schiele/two-little-girls-1911.jpg","Two Little Girls","Egon Schiele","1911","0.700"
"https://uploads2.wikiart.org/00165/images/robert-falk/falk-rr-dvorik-v-krimu-1916.jpg","Yard in Crimea","Robert Falk","1916","0.700"
"https://uploads1.wikiart.org/images/hans-memling/mystic-marriage-of-st-catherine-1480.jpg","Mystic marriage of St Catherine","Hans Memling","1479-1480","0.700"
"https://uploads4.wikiart.org/images/richard-wilson/lake-avernus-i-1765.jpg","Lake Avernus I","Richard Wilson","1765","0.700"
"https://uploads7.wikiart.org/images/ion-theodorescu-sion/nudes-in-a-landscape-1914.jpg","Nudes in a Landscape","Ion Theodorescu-Sion","1914","0.700"
"https://uploads7.wikiart.org/images/richard-wilson/dinas-bran-from-llangollen-1772.jpg","Dinas Bran from Llangollen","Richard Wilson","1772","0.700"
"https://uploads4.wikiart.org/images/john-varley/suburbs-of-an-ancient-city-1808.jpg","Suburbs of an Ancient City","John Varley","1808","0.700"
"https://uploads8.wikiart.org/images/charles-francois-daubigny/morning-1858.jpg","Morning","Charles-Francois Daubigny","1858","0.700"
"https://uploads2.wikiart.org/images/briton-riviere/calves-in-a-meadow-1864(1).jpg","Calves in a Meadow","Briton Riviere","1864","0.700"
"https://uploads8.wikiart.org/images/camille-corot/the-augustan-bridge-at-narni-1826.jpg","The Augustan Bridge at Narni","Camille Corot","1826","0.700"
"https://uploads0.wikiart.org/images/rogier-van-der-weyden/st-luke-drawing-a-portrait-of-the-virgin-mary-1440(1).jpg","St. Luke Drawing a Portrait of the Virgin Mary","Rogier van der Weyden","1435-1440","0.700"
"https://uploads7.wikiart.org/images/paul-bril/landscape-with-a-marsh-1595.jpg","Landscape with a Marsh","Paul Bril","1595","0.700"
"https://uploads6.wikiart.org/images/gabriele-munter/kandinsky-and-erma-bossi-at-the-table-in-the-murnau-house-1912(1).jpg","Kandinsky and Erma Bossi at the Table in the Murnau House","Gabriele Munter","1912","0.692"
"https://uploads5.wikiart.org/images/agostino-carracci/the-ecstasy-of-saint-catherine-1590.jpg","The Ecstasy of Saint Catherine","Agostino Carracci","1590","0.692"
"https://uploads7.wikiart.org/images/william-shayer/scene-in-the-isle-of-wight-1823.jpg","Scene in the Isle of Wight","William Shayer","1823","0.692"
"https://uploads7.wikiart.org/images/eva-gonzales/a-box-at-the-italian-theatre-1874.jpg","A Box at the Italian Theatre","Eva Gonzales","1874","0.692"
"https://uploads0.wikiart.org/images/antoine-watteau/the-lesson-of-love-1716.jpg","The Lesson of Love","Antoine Watteau","1716","0.692"
"https://uploads1.wikiart.org/images/karl-bryullov/italian-midday(1).jpg","Italian Midday","Karl Bryullov","1827","0.692"
"https://uploads6.wikiart.org/images/marie-bracquemond/woman-with-an-umbrella-1880.jpg","Woman with an Umbrella","Marie Bracquemond","1880","0.692"
"https://uploads4.wikiart.org/images/charles-cottet/rayons-du-soir-1892.jpg","Rayons du soir","Charles Cottet","1892","0.691"
"https://uploads0.wikiart.org/images/gustave-loiseau/la-banche-1906.jpg","La Banche","Gustave Loiseau","1906","0.688"
"https://uploads3.wikiart.org/images/john-constable/flatford-mill-1817.jpg","Flatford Mill","John Constable","1817","0.680"
"https://uploads7.wikiart.org/images/francisco-goya/the-straw-manikin-1792.jpg","The Straw Manikin","Francisco Goya","1791-1792","0.679"
"https://uploads7.wikiart.org/images/thomas-girtin/lancaster-1797.jpg","Lancaster","Thomas Girtin","1797","0.677"
"https://uploads2.wikiart.org/images/henry-raeburn/the-allen-brothers.jpg","The Allen Brothers","Henry Raeburn","XVIII-XIX cent.","0.671"
"https://uploads3.wikiart.org/images/jacob-van-strij/landscape-with-river-near-dordrecht.jpg","Landscape with river near Dordrecht","Jacob van Strij","XVIII-XIX cent.","0.667"
"https://uploads7.wikiart.org/images/richard-parkes-bonington/river-scene-in-france.jpg","River Scene in France","Richard Parkes Bonington","1825","0.667"
"https://uploads5.wikiart.org/images/anders-zorn/castles-in-the-air-1885.jpg","Castles in the Air","Anders Zorn","1885","0.667"
"https://uploads5.wikiart.org/images/medardo-rosso/bambina-che-ride-1890.jpg","Bambina che ride","Medardo Rosso","1890","0.667"
"https://uploads7.wikiart.org/images/joshua-reynolds/david-garrick-between-tragedy-and-comedy-1761(1).jpg","Garrick Between Tragedy and Comedy","Joshua Reynolds","1760-1761","0.667"
"https://uploads7.wikiart.org/images/john-william-godward/a-song-without-words-1919.jpg","A Song without Words","John William Godward","1919","0.667"
"https://uploads4.wikiart.org/images/james-weeks/looking-west-from-spanish-fort-baker-beach-3-1962.jpg","Looking West from Spanish Fort - Baker Beach #3","James Weeks","1962","0.667"
"https://uploads8.wikiart.org/images/john-wilson-carmichael/the-shipyard-at-hessle-cliff-1820.jpg","The Shipyard at Hessle Cliff","John Wilson Carmichael","1820","0.667"
"https://uploads1.wikiart.org/images/pierre-narcisse-guerin/morpheus-and-iris.jpg","Morpheus and Iris","Pierre-Narcisse Guerin","1811","0.667"
"https://uploads0.wikiart.org/images/karoly-ferenczy/boys-throwing-pebbles-into-the-river-1890.jpg","Boys Throwing Pebbles into the River","Karoly Ferenczy","1890","0.667"
"https://uploads2.wikiart.org/images/karl-bryullov/italian-morning(1).jpg","Italian Morning","Karl Bryullov","1823","0.667"
"https://uploads8.wikiart.org/images/claude-monet/antibes-in-the-morning(1).jpg","Antibes in the Morning","Claude Monet","1888","0.667"
"https://uploads8.wikiart.org/00114/images/henri-gervex/rolla-1878.jpg","Rolla","Henri Gervex","1878","0.667"
